 topology_rogers_ca.pktDropper_Victoria_Seattle (#0 - Scenario1VicVan-0-20180716-19:59:51-12298),
10027.562,100.2750000000000054
10037.483,100.3739999999999947
10039.389,100.3930000000000003
10042.941,100.4290000000000016
10043.132,100.4309999999999828
10051.615,100.5159999999999907
10056.796,100.5669999999999783
10064.503,100.6449999999999816
10072.931,100.7289999999999847
10080.136,100.8009999999999873
10083.868,100.8379999999999935
10090.202,100.9019999999999865
10092.431,100.9240000000000062
10095.505,100.9549999999999837
10096.31,100.9629999999999935
10101.683,101.0159999999999907
10102.536,101.0250000000000054
10105.282,101.0519999999999921
10107.496,101.0739999999999834
10107.583,101.0749999999999882
10108.583,101.0849999999999791
10108.832,101.0879999999999935
10111.482,101.1140000000000039
10112.925,101.1289999999999903
10113.586,101.1349999999999906
10118.724,101.1869999999999829
10119.38,101.1929999999999832
10121.607,101.2159999999999793
10130.17,101.3009999999999873
10133.865,101.3379999999999935
10135.486,101.3539999999999847
10136.037,101.3599999999999848
10141.634,101.4159999999999965
10150.746,101.5070000000000046
10158.481,101.5840000000000028
10167.331,101.6730000000000015
10171.895,101.717999999999989
10180.868,101.8079999999999923
10182.402,101.8239999999999834
10185.724,101.8569999999999988
10187.72,101.8769999999999808
10194.849,101.9479999999999787
10199.179,101.9909999999999851
10203.448,102.0339999999999914
10208.73,102.0869999999999888
10211.747,102.1169999999999898
10215.241,102.1519999999999865
10215.945,102.1589999999999914
10223.76,102.2369999999999942
10227.978,102.278999999999996
10235.488,102.3539999999999847
10239.371,102.3930000000000003
10248.643,102.4859999999999895
10250.247,102.5019999999999808
10250.537,102.504999999999995
10254.039,102.5399999999999916
10262.996,102.6289999999999903
10263.952,102.6389999999999813
10267.878,102.677999999999997
10276.589,102.7649999999999861
10285.373,102.8529999999999798
10292.049,102.919999999999987
10298.957,102.9890000000000039
10300.884,103.0079999999999809
10310.757,103.1069999999999988
10319.938,103.1989999999999834
10327.531,103.2750000000000054
10333.328,103.3329999999999981
10336.973,103.3689999999999993
10341.532,103.4149999999999916
10346.543,103.4650000000000029
10352.967,103.528999999999996
10356.731,103.5669999999999783
10359.271,103.5919999999999841
10362.92,103.6289999999999903
10368.431,103.6839999999999972
10371.04,103.7099999999999791
10372.359,103.7229999999999844
10377.319,103.7729999999999957
10379.324,103.793000000000006
10386.141,103.8609999999999895
10391.282,103.9120000000000058
10394.055,103.9399999999999975
10395.03,103.9499999999999882
10400.274,104.0019999999999808
10408.793,104.0869999999999888
10409.967,104.0989999999999891
10413.922,104.1389999999999813
10415.52,104.1550000000000008
10417.851,104.177999999999997
10418.319,104.1829999999999923
10424.173,104.2409999999999851
10433.88,104.3379999999999935
10441.348,104.412999999999982
10441.387,104.412999999999982
10447.477,104.4739999999999891
10449.263,104.4919999999999898
10455.053,104.5499999999999826
10461.182,104.6109999999999895
10462.883,104.6279999999999856
10463.697,104.6359999999999953
10470.561,104.7049999999999837
10479.38,104.793000000000006
10489.148,104.8909999999999907
10496.344,104.9629999999999935
10502.43,105.0240000000000006
10512.094,105.1200000000000042
10515.378,105.1529999999999912
10520.454,105.2039999999999789
10528.481,105.2839999999999914
10531.485,105.3139999999999923
10539.849,105.3979999999999957
10545.344,105.4530000000000026
10549.497,105.4939999999999993
10558.805,105.5879999999999935
10562.961,105.6289999999999903
10568.169,105.6809999999999828
10577.535,105.7750000000000054
10580.207,105.8019999999999921
10587.429,105.8739999999999947
10596.203,105.9619999999999888
10596.532,105.9650000000000029
10600.251,106.0019999999999808
10604.51,106.044999999999987
10604.524,106.044999999999987
10605.463,106.0540000000000016
10607.94,106.0789999999999789
10617.725,106.1769999999999921
10620.907,106.2090000000000028
10626.659,106.2659999999999907
10635.247,106.3520000000000035
10641.684,106.4159999999999965
10646.269,106.4619999999999888
10649.914,106.4989999999999947
10654.36,106.543000000000006
10661.037,106.6099999999999848
10664.398,106.6430000000000003
10670.116,106.7009999999999931
10678.923,106.7889999999999869
10686.67,106.8659999999999851
10696.12,106.9609999999999839
10705.121,107.0509999999999873
10715.04,107.1500000000000054
10719.083,107.1899999999999975
10722.85,107.2279999999999798
10731.803,107.3179999999999832
10741.464,107.4139999999999868
10742.115,107.4209999999999919
10750.034,107.5
10756.889,107.5679999999999832
10763.646,107.6359999999999953
10765.957,107.6589999999999914
10768.406,107.6839999999999972
10773.795,107.7369999999999942
10775.96,107.7589999999999859
10783.69,107.8359999999999839
10785.35,107.8529999999999798
10792.816,107.927999999999997
10802.044,108.0199999999999813
10809.258,108.0919999999999841
10812.199,108.1209999999999805
10817.028,108.1699999999999869
10821.559,108.2150000000000029
10823.499,108.23399999999998
10828.439,108.2839999999999914
10830.495,108.3040000000000016
10838.277,108.3820000000000046
10843.632,108.4360000000000067
10852.074,108.5199999999999813
10856.452,108.5639999999999923
10857.843,108.5780000000000026
10867.593,108.6749999999999826
10871.862,108.7179999999999888
10874.87,108.7479999999999901
10883.299,108.8319999999999931
10884.089,108.8400000000000029
10892.269,108.9219999999999966
10899.538,108.9950000000000041
10900.562,109.004999999999995
10910.316,109.1029999999999798
10911.88,109.1179999999999945
10919.701,109.1970000000000023
10922.743,109.2270000000000035
10925.213,109.2519999999999808
10925.967,109.2589999999999859
10926.333,109.2630000000000048
10930.58,109.3050000000000064
10934.649,109.3460000000000033
10935.725,109.3569999999999988
10944.503,109.4449999999999926
10950.185,109.5010000000000044
10954.505,109.5449999999999869
10956.971,109.568999999999988
10959.812,109.5979999999999844
10965.776,109.656999999999982
10975.129,109.7510000000000044
10976.304,109.7630000000000048
10984.027,109.8400000000000029
10993.786,109.9369999999999829
10999.896,109.99799999999999
11009.222,110.0919999999999841
11009.249,110.0919999999999841
11013.167,110.131
11022.482,110.2239999999999891
11024.904,110.2489999999999947
11031.642,110.316000000000002
11034.146,110.3409999999999793
11036.391,110.362999999999999
11041.225,110.4120000000000056
11041.473,110.4139999999999867
11041.873,110.4180000000000058
11041.948,110.4189999999999823
11048.345,110.4830000000000037
11057.619,110.5759999999999929
11061.702,110.6169999999999898
11068.634,110.6860000000000067
11072.408,110.7239999999999891
11079.459,110.7939999999999823
11087.553,110.875
11093.514,110.9350000000000019
11100.604,111.006
11105.976,111.0589999999999972
11115.519,111.1550000000000008
11120.075,111.1999999999999882
11123.594,111.2349999999999848
11129.596,111.2949999999999869
11138.571,111.3849999999999904
11145.112,111.4509999999999929
11152.812,111.527999999999991
11156.542,111.5649999999999975
11160.116,111.6009999999999985
11166.798,111.6670000000000012
11173.015,111.7299999999999892
11177.584,111.7750000000000053
11180.47,111.8040000000000015
11181.321,111.8129999999999878
11190.065,111.9000000000000053
11192.397,111.9230000000000013
11193.521,111.9350000000000019
11194.335,111.9429999999999832
11196.459,111.9639999999999985
11199.679,111.9959999999999805
11201.509,112.014999999999986
11207.622,112.0759999999999929
11211.652,112.1159999999999851
11215.328,112.152999999999991
11222.78,112.2270000000000035
11230.042,112.2999999999999826
11235.311,112.3529999999999798
11242.092,112.4199999999999869
11246.969,112.4689999999999935
11248.416,112.48399999999998
11248.421,112.48399999999998
11250.101,112.5010000000000043
11254.355,112.5430000000000058
11254.999,112.5490000000000062
11255.635,112.5559999999999828
11258.278,112.5819999999999931
11260.361,112.6029999999999797
11263.845,112.6380000000000048
11273.169,112.7309999999999941
11274.051,112.7399999999999801
11276.205,112.762
11282.227,112.8220000000000023
11290.81,112.9079999999999865
11297.954,112.9789999999999845
11305.983,113.0589999999999972
11307.555,113.0749999999999882
11309.146,113.0909999999999792
11312.567,113.125
11318.624,113.1860000000000067
11325.896,113.2579999999999809
11327.053,113.2699999999999813
11333.686,113.3359999999999838
11340.965,113.4089999999999914
11349.51,113.4950000000000041
11355.885,113.5579999999999923
11361.431,113.6140000000000039
11369.55,113.6949999999999926
11369.808,113.6979999999999786
11374.602,113.7459999999999805
11375.175,113.7510000000000043
11384.324,113.8429999999999888
11385.125,113.8509999999999985
11385.618,113.8559999999999941
11390.789,113.906999999999982
11393.718,113.9369999999999829
11401.269,114.012
11408.42,114.0840000000000026
11408.743,114.0869999999999887
11412.924,114.1289999999999903
11417.491,114.174000000000006
11419.221,114.1919999999999782
11427.469,114.2740000000000005
11428.541,114.2849999999999962
11435.227,114.3520000000000035
11443.4,114.4339999999999972
11448.859,114.487999999999999
11453.59,114.5349999999999962
11459.478,114.5939999999999935
11468.301,114.6829999999999923
11477.266,114.7719999999999908
11484.599,114.8449999999999985
11490.35,114.9029999999999908
11494.447,114.943999999999988
11498.665,114.9859999999999895
11502.4,115.0240000000000005
11509.43,115.0939999999999935
11514.586,115.1449999999999813
11518.158,115.1809999999999828
11527.049,115.2699999999999813
11536.778,115.3669999999999897
11544.151,115.441000000000002
11552.874,115.5279999999999907
11552.926,115.528999999999996
11554.493,115.5439999999999823
11561.435,115.6140000000000038
11568.276,115.6819999999999875
11577.471,115.7740000000000005
11577.812,115.7779999999999907
11584.917,115.8489999999999891
11593.769,115.9369999999999828
11595.539,115.9549999999999836
11603.988,116.0389999999999867
11608.823,116.0879999999999932
11613.924,116.1389999999999812
11615.327,116.1529999999999907
11616.604,116.1659999999999965
11620.194,116.2009999999999927
11626.409,116.2639999999999812
11635.78,116.3569999999999987
11638.173,116.381
11647.406,116.4739999999999891
11653.715,116.5370000000000055
11656.543,116.5649999999999975
11663.48,116.6339999999999857
11666.876,116.6680000000000057
11667.939,116.6790000000000015
11673.941,116.7390000000000038
11678.71,116.7870000000000055
11688.342,116.8829999999999808
11694.198,116.941000000000002
11695.676,116.9559999999999883
11698.212,116.9819999999999987
11700.781,117.0070000000000045
11702.791,117.0269999999999863
11711.527,117.1149999999999801
11717.906,117.1790000000000015
11722.825,117.2279999999999797
11730.432,117.3040000000000015
11739.422,117.394000000000005
11743.013,117.4300000000000063
11744.868,117.4479999999999786
11751.957,117.519000000000005
11757.284,117.5720000000000023
11763.158,117.631
11766.421,117.6639999999999867
11774.517,117.7450000000000041
11777.682,117.7759999999999816
11779.723,117.7969999999999966
11784.192,117.8409999999999792
11792.156,117.9209999999999918
11796.487,117.9639999999999985
11799.151,117.990999999999985
11802.724,118.0269999999999863
11805.707,118.0569999999999875
11814.857,118.1479999999999957
11824.639,118.2459999999999805
11831.956,118.318999999999988
11832.416,118.3239999999999833
11839.691,118.3959999999999862
11841.589,118.4149999999999913
11844.488,118.443999999999988
11849.697,118.4959999999999805
11855.474,118.5540000000000015
11859.234,118.591999999999984
11867.026,118.6699999999999868
11869.447,118.693999999999988
11877.403,118.7740000000000005
11884.249,118.841999999999984
11887.694,118.8760000000000043
11894.386,118.9429999999999831
11902.095,119.0199999999999813
11911.732,119.1169999999999897
11919.091,119.1899999999999975
11927.877,119.2779999999999907
11929.292,119.2920000000000012
11939.266,119.3919999999999955
11947.925,119.4789999999999845
11951.554,119.514999999999986
11955.967,119.5589999999999972
11956.419,119.5639999999999922
11961.283,119.6119999999999942
11964.536,119.6449999999999813
11969.02,119.6899999999999975
11973.989,119.7390000000000038
11979.667,119.7959999999999918
11981.389,119.8129999999999878
11987.601,119.8760000000000043
11988.452,119.8839999999999857
11993.434,119.9339999999999972
11997.961,119.9789999999999845
12006.629,120.066000000000002
12015.956,120.1589999999999913
12022.233,120.2219999999999796
12029.865,120.2980000000000013
12033.879,120.3379999999999932
12036.994,120.3689999999999992
12041.161,120.411000000000001
12050.047,120.5
12058.155,120.5809999999999883
12065.128,120.6509999999999816
12068.61,120.6860000000000067
12073.243,120.7319999999999987
12075.358,120.7529999999999855
12078.004,120.7800000000000007
12078.598,120.7849999999999962
12084.353,120.8429999999999888
12093.113,120.9309999999999828
12095.062,120.9499999999999882
12104.247,121.0420000000000012
12111.659,121.115999999999985
12112.86,121.1279999999999855
12122.229,121.2219999999999796
12125.574,121.254999999999995
12132.167,121.3209999999999976
12133.921,121.3389999999999985
12141.171,121.411000000000001
12142.33,121.4230000000000013
12143.975,121.4389999999999922
12152.974,121.528999999999996
12160.456,121.6039999999999845
12161.025,121.6099999999999847
12165.999,121.6589999999999913
12175.804,121.7579999999999808
12176.678,121.7659999999999903
12177.643,121.7759999999999816
12181.507,121.8149999999999975
12190.142,121.9009999999999816
12197.436,121.9739999999999891
12203.101,122.0310000000000055
12208.883,122.0879999999999932
12212.562,122.125
12215.626,122.1560000000000055
12219.049,122.1899999999999975
12228.936,122.2889999999999867
12236.51,122.3649999999999801
12242.25,122.4219999999999966
12245.396,122.4530000000000025
12254.845,122.5480000000000013
12261.418,122.6140000000000038
12267.016,122.6699999999999868
12272.189,122.7210000000000032
12277.836,122.7779999999999907
12282.686,122.8259999999999927
12283.198,122.8309999999999883
