 topology_rogers_ca.sdnController (#0 - ScenarioSim3_4-0-20180716-19:15:39-11279),
4999.478,49.99399999999999955
5001.582,50.0150000000000004
5005.164,50.05100000000000175
5006.453,50.0639999999999928
5013.96,50.1389999999999956
5017.114,50.17099999999999205
5023.192,50.2309999999999944
5026.829,50.2680000000000005
5030.079,50.2999999999999969
5035.781,50.35699999999999925
5036.165,50.36099999999998985
5040.551,50.40500000000000095
5046.894,50.46800000000000335
5056.778,50.56699999999999295
5066.367,50.66299999999999655
5067.387,50.67300000000000165
5073.915,50.7389999999999899
5076.004,50.7599999999999908
5082.355,50.82299999999999315
5083.968,50.8389999999999985
5093.921,50.9389999999999928
5100.452,51.00399999999999045
5106.271,51.06199999999999735
5108.804,51.08799999999999365
5112.948,51.12899999999999045
5117.611,51.17600000000000175
5122.358,51.2229999999999988
5124.802,51.24799999999999025
5131.037,51.3100000000000021
5132.627,51.32599999999999325
5136.007,51.35999999999999925
5137.111,51.3709999999999949
5143.859,51.4380000000000022
5150.422,51.50399999999999045
5153.594,51.5349999999999963
5154.976,51.5489999999999922
5162.759,51.62699999999999515
5164.725,51.64699999999999115
5174.221,51.74199999999999005
5177.908,51.77899999999999615
5184.533,51.84499999999999875
5192.743,51.92699999999999235
5192.879,51.92799999999999705
5193.85,51.9380000000000022
5200.078,52
5208.457,52.084000000000003
5215.194,52.15099999999999605
5216.155,52.16100000000000115
5225.874,52.25799999999999535
5235.639,52.3559999999999944
5244.421,52.4440000000000024
5249.108,52.4909999999999994
5254.204,52.5420000000000014
5263.972,52.6389999999999956
5264.529,52.6449999999999958
5270.577,52.7049999999999981
5275.089,52.75
5282.482,52.82399999999999785
5282.682,52.82599999999999325
5283.074,52.8299999999999981
5287.491,52.87399999999999505
5290.319,52.9029999999999914
5300.115,53.0009999999999904
5301.317,53.0129999999999908
5304.911,53.0489999999999922
5307.872,53.0780000000000028
5312.681,53.1259999999999904
5313.868,53.1379999999999908
5320.755,53.20699999999999345
5323.935,53.2389999999999899
5332.74,53.326999999999998
5336.883,53.36799999999999475
5346.065,53.4599999999999935
5346.706,53.4669999999999986
5348.874,53.4879999999999994
5355.799,53.55700000000000195
5361.451,53.6139999999999899
5367.117,53.67099999999999205
5375.768,53.75699999999999065
5378.422,53.7839999999999916
5383.512,53.83499999999999345
5388.744,53.88700000000000025
5397.911,53.97899999999999905
5398.85,53.9879999999999994
5408.062,54.0799999999999981
5413.821,54.1379999999999908
5414.652,54.1460000000000006
5423.945,54.2389999999999899
5426.722,54.2669999999999957
5429.908,54.2989999999999922
5430.002,54.2999999999999969
5436.676,54.3659999999999994
5445.099,54.4500000000000027
5446.417,54.4639999999999985
5452.889,54.5279999999999914
5460.052,54.5999999999999941
5468.466,54.68399999999999725
5471.36,54.71299999999999365
5474.007,54.7399999999999946
5475.839,54.75799999999999535
5479.817,54.79800000000000165
5485.682,54.8559999999999944
5491.21,54.9119999999999917
5491.411,54.9140000000000013
5493.06,54.9299999999999924
5501.349,55.0129999999999908
5505.047,55.0499999999999969
5505.094,55.0499999999999969
5506.558,55.0649999999999975
5513.336,55.1329999999999953
5519.032,55.1899999999999975
5521.732,55.2169999999999986
5528.769,55.2869999999999917
5536.121,55.3609999999999898
5539.006,55.3900000000000004
5548.628,55.4859999999999898
5552.961,55.52899999999999615
5555.449,55.55400000000000185
5563.01,55.6299999999999952
5568.772,55.68699999999999735
5572.733,55.72699999999998945
5578.653,55.78600000000000115
5587.613,55.8759999999999904
5593.336,55.93299999999999255
5599.725,55.99699999999999965
5601.956,56.018999999999991
5610.872,56.10799999999998965
5620.399,56.2030000000000028
5627.2,56.27199999999999115
5631.671,56.31600000000000225
5636.163,56.3609999999999898
5644.627,56.44599999999999775
5654.413,56.54399999999999665
5661.408,56.61399999999998985
5662.57,56.625
5665.544,56.65500000000000095
5673.214,56.73199999999999925
5681.352,56.81300000000000215
5685.47,56.85399999999999905
5689.435,56.893999999999991
5696.189,56.9609999999999983
5705,57.0499999999999969
5707.498,57.07399999999999785
5713.311,57.1329999999999952
5716.443,57.16400000000000125
5725.26,57.25199999999999515
5734.914,57.3489999999999893
5741.839,57.4179999999999919
5747.724,57.47699999999998945
5754.977,57.54899999999999215
5761.574,57.6149999999999946
5766.587,57.6649999999999918
5771.919,57.7189999999999939
5781.48,57.81399999999999275
5783.785,57.837000000000003
5790.225,57.90200000000000075
5794.174,57.94100000000000225
5798.413,57.9839999999999944
5804.601,58.045999999999992
5810.665,58.10599999999999435
5815.414,58.1539999999999961
5815.606,58.1559999999999914
5820.307,58.20300000000000275
5823.323,58.2329999999999896
5830.484,58.3040000000000018
5837.086,58.36999999999999005
5839.966,58.39900000000000065
5842.867,58.42799999999999705
5846.702,58.4669999999999986
5852.882,58.5279999999999914
5860.374,58.60299999999999415
5864.662,58.6460000000000006
5873.447,58.7339999999999944
5874.802,58.74799999999999025
5875.831,58.75799999999999515
5878.814,58.78799999999999635
5879.738,58.79699999999999675
5885.438,58.85399999999999905
5888.978,58.88899999999999535
5894.887,58.9479999999999931
5900.405,59.0039999999999904
5906.148,59.0609999999999926
5906.484,59.06399999999999275
5913.016,59.12999999999999515
5922.706,59.2269999999999894
5929.227,59.2920000000000013
5932.437,59.32399999999999785
5936.751,59.36699999999999
5938.964,59.38899999999999535
5947.929,59.47899999999999905
5949.342,59.49299999999999475
5953.018,59.5300000000000009
5953.991,59.53900000000000125
5958.35,59.58299999999999825
5968.19,59.6809999999999971
5977.109,59.7710000000000006
5979.712,59.79699999999999675
5987.774,59.8769999999999951
5993.144,59.9309999999999971
6000.183,60.0009999999999903
6004.662,60.045999999999992
6005.664,60.0559999999999971
6006.66,60.06600000000000225
6015.855,60.158000000000001
6019.378,60.1929999999999976
6026.52,60.26500000000000035
6031.212,60.31199999999999735
6041.2,60.41199999999999165
6049.611,60.49599999999999485
6051.105,60.51099999999999535
6060.151,60.600999999999999
6068.832,60.68800000000000215
6069.208,60.69199999999999285
6070.833,60.70799999999999825
6075.916,60.75900000000000005
6082.072,60.819999999999993
6083.74,60.837000000000003
6084.978,60.8489999999999893
6092.769,60.92699999999999225
6101.249,61.01200000000000025
6109.898,61.0979999999999988
6117.971,61.1790000000000018
6122.085,61.21999999999999875
6127.776,61.27700000000000075
6129.176,61.29099999999999655
6133.248,61.33199999999999335
6133.58,61.3349999999999934
6134.272,61.3419999999999986
6144.098,61.4399999999999975
6151.072,61.50999999999999065
6154.805,61.5480000000000016
6159.34,61.59300000000000335
6163.541,61.63499999999999065
6170.762,61.70699999999999335
6171.268,61.712000000000003
6179.932,61.79899999999999215
6183.587,61.8349999999999934
6193.342,61.9329999999999925
6193.508,61.93500000000000205
6202.066,62.01999999999999565
6204.373,62.04299999999999185
6204.49,62.0439999999999966
6212.139,62.12099999999999485
6215.739,62.1569999999999961
6225.18,62.2509999999999903
6232.48,62.32399999999999785
6239.98,62.39900000000000065
6241.696,62.41599999999999655
6245.09,62.4500000000000026
6250.3,62.503
6255.195,62.55100000000000175
6255.738,62.5570000000000019
6259.128,62.59099999999999375
6261.128,62.6109999999999898
6262.923,62.6289999999999904
6263.108,62.631
6264.818,62.6479999999999959
6272.755,62.7269999999999894
6277.39,62.7729999999999959
6279.629,62.795999999999992
6288.375,62.88299999999999515
6291.829,62.91799999999999185
6301.27,63.01200000000000025
6310.551,63.1049999999999895
6316.634,63.16599999999999655
6323.678,63.2359999999999898
6329.645,63.295999999999992
6329.963,63.29899999999999215
6337.799,63.3769999999999951
6339.446,63.393999999999991
6344.446,63.44400000000000235
6350.661,63.506
6351.165,63.51099999999999535
6356.937,63.56900000000000235
6363.928,63.63899999999999535
6366.307,63.66299999999999635
6376.231,63.76200000000000025
6385.573,63.8549999999999895
6388.246,63.8819999999999906
6394.386,63.9429999999999976
6401.177,64.01099999999999535
6406.533,64.0649999999999975
6415.176,64.1509999999999818
6421.075,64.20999999999997935
6428.583,64.2849999999999963
6435.884,64.35800000000000385
6445.529,64.4549999999999838
6448.648,64.4859999999999898
6454.19,64.54099999999999655
6458.172,64.58099999999998875
6460.296,64.6020000000000036
6462.394,64.62299999999999025
6464.618,64.64599999999998635
6466.48,64.66399999999998705
6468.667,64.68600000000000685
6478.111,64.78100000000000565
6483.807,64.8379999999999936
6491.203,64.9120000000000059
6495.724,64.95699999999999335
6500.629,65.006
6510.331,65.10299999999998
6512.605,65.1260000000000045
6519.41,65.19399999999998825
6521.954,65.2189999999999939
6522.807,65.22799999999998
6523.387,65.23300000000000385
6523.951,65.239000000000004
6528.295,65.28199999999998205
6533.173,65.33099999999998875
6536.291,65.36199999999999455
6545.101,65.45099999999999315
6552.064,65.5199999999999816
6561.828,65.61799999999999475
6565.606,65.65600000000000565
6571.783,65.71699999999998435
6573.579,65.734999999999985
6579.004,65.7899999999999918
6579.251,65.7920000000000013
6587.797,65.8769999999999809
6588.469,65.8839999999999859
6595.907,65.95900000000000285
6602.701,66.0269999999999866
6607.487,66.07399999999998365
6612.024,66.12000000000000435
6618.795,66.18699999999998315
6624.161,66.2409999999999853
6630.231,66.30199999999999225
6639.198,66.390999999999991
6646.345,66.4629999999999936
6656.248,66.56199999999998315
6660.943,66.60899999999998015
6663.112,66.631
6667.672,66.6759999999999875
6674.303,66.74299999999999475
6683.367,66.83299999999999825
6686,66.859999999999985
6687.372,66.87299999999999025
6687.579,66.875
6689.871,66.8979999999999959
6697.455,66.9739999999999893
6706.271,67.06199999999998315
6709.471,67.0939999999999939
6718.515,67.18500000000000205
6722.35,67.2229999999999844
6728.808,67.28799999999998225
6734.691,67.3460000000000035
6737.938,67.3789999999999904
6746.248,67.4619999999999889
6751.445,67.5139999999999813
6757.735,67.576999999999998
6757.736,67.576999999999998
6766.463,67.66399999999998705
6769.582,67.694999999999993
6772.317,67.7229999999999844
6776.572,67.76499999999998615
6784.552,67.84499999999999875
6793.405,67.93399999999999725
6795.261,67.951999999999998
6802.06,68.0199999999999816
6811.588,68.1149999999999804
6816.149,68.16100000000000105
6823.024,68.2299999999999895
6827.858,68.2779999999999914
6830.013,68.29999999999998265
6837.9,68.3789999999999904
6847.374,68.4729999999999844
6849.668,68.49599999999998065
6856.977,68.56899999999998825
6865.78,68.65699999999998205
6868.319,68.6829999999999925
6871.456,68.7139999999999985
6873.589,68.734999999999985
6883.164,68.8309999999999885
6888.346,68.88299999999998105
6893.064,68.9300000000000066
6893.321,68.9329999999999925
6900.437,69.0039999999999904
6902.512,69.0250000000000054
6904.049,69.03999999999999165
6908.296,69.08199999999999335
6915.6,69.15600000000000565
6919.342,69.19299999999998335
6925.805,69.25799999999998105
6930.441,69.3040000000000018
6932.59,69.3249999999999883
6935.366,69.35299999999998
6937.231,69.37199999999998535
6943.099,69.4300000000000066
6951.175,69.51099999999999535
6959.814,69.5979999999999844
6967.285,69.67199999999999675
6968.46,69.68399999999999725
6975.208,69.7519999999999809
6980.382,69.80299999999999705
6983.151,69.8309999999999885
6984.472,69.8439999999999938
6986.221,69.86199999999999455
6993.39,69.9329999999999925
7000.435,70.0039999999999904
7004.396,70.0430000000000061
7009.028,70.09000000000000315
7014.682,70.1459999999999863
7023.086,70.2299999999999895
7024.919,70.248999999999995
7026.968,70.26900000000000525
7028.416,70.28399999999999155
7030.066,70.29999999999998265
7034.947,70.3489999999999893
7036.195,70.36099999999998975
7039.751,70.39699999999999115
7046.972,70.4689999999999938
7056.376,70.56299999999998785
7056.681,70.56600000000000225
7064.334,70.6430000000000004
7071.804,70.7179999999999891
7079.291,70.7920000000000013
7080.217,70.80199999999999225
7089.254,70.89199999999999555
7091.429,70.913999999999987
7092.263,70.92199999999999675
11230.354,112.302999999999997
11236.165,112.3609999999999895
11239.989,112.3990000000000005
11242.405,112.4240000000000062
11243.371,112.4329999999999923
11245.061,112.4499999999999882
11254.91,112.5490000000000062
11263.506,112.6349999999999904
11272.472,112.7239999999999891
11273.057,112.7299999999999892
11275.768,112.7570000000000045
11280.474,112.8040000000000015
11285.206,112.8520000000000035
11286.364,112.862999999999999
11291.162,112.911000000000001
11295.733,112.9569999999999931
11300.817,113.0079999999999809
11310.617,113.1059999999999941
11320.29,113.201999999999998
11324.527,113.2450000000000041
11325.527,113.254999999999995
11334.098,113.3400000000000029
11334.495,113.3439999999999935
11335.668,113.3559999999999941
11340.505,113.4050000000000007
11343.218,113.4319999999999875
11347.801,113.4779999999999797
11351.839,113.5180000000000001
11354.192,113.5409999999999965
11358.19,113.5809999999999884
11358.779,113.5869999999999887
11365.493,113.653999999999996
11366.731,113.6670000000000012
11370.178,113.7009999999999928
11378.746,113.7870000000000055
11385.884,113.8580000000000036
11389.881,113.8979999999999957
11396.273,113.9619999999999887
11400.087,114
11404.079,114.0399999999999914
11404.299,114.0420000000000012
11408.617,114.0859999999999838
11412.365,114.12299999999999
11418.51,114.1850000000000019
11425.126,114.2510000000000043
11425.826,114.2579999999999809
11432.08,114.3199999999999926
11440.304,114.4029999999999908
11449.444,114.4939999999999992
11455.978,114.5589999999999972
11462.696,114.6260000000000043
11469.959,114.6989999999999834
11473.2,114.7319999999999988
11478.569,114.7849999999999962
11481.731,114.8169999999999782
11482.836,114.8280000000000025
11491.169,114.911000000000001
11495.219,114.951999999999998
11502.977,115.028999999999996
11507.031,115.0699999999999926
11509.843,115.0979999999999843
11513.053,115.129999999999995
11520.192,115.2009999999999928
11520.492,115.2039999999999789
11526.108,115.2609999999999953
11533.481,115.3340000000000026
11537.478,115.3739999999999947
11538.576,115.3849999999999903
11543.885,115.4379999999999878
11549.948,115.4989999999999947
11550.8,115.5079999999999808
11557.832,115.5780000000000025
11564.489,115.644000000000005
11570.837,115.7079999999999981
11571.133,115.7109999999999837
11580.724,115.8069999999999875
11589.617,115.8959999999999862
11590.65,115.9060000000000055
11597.471,115.9739999999999891
11606.143,116.0610000000000067
11615.056,116.1500000000000052
11615.348,116.1529999999999907
11615.36,116.1529999999999907
11620.709,116.2069999999999931
11630.081,116.2999999999999826
11634.123,116.3409999999999792
11643.706,116.4369999999999828
11648.948,116.4890000000000038
11656.911,116.568999999999988
11660.562,116.6049999999999892
11670.483,116.7039999999999788
11672.389,116.7229999999999843
11675.941,116.7589999999999857
11676.132,116.7609999999999952
11684.615,116.8460000000000032
11689.796,116.8969999999999907
11697.503,116.9749999999999937
11705.931,117.0589999999999972
11713.136,117.131
11716.868,117.1680000000000057
11723.202,117.2319999999999987
11725.431,117.2539999999999902
11728.505,117.2849999999999962
11729.31,117.2930000000000057
11734.683,117.3460000000000032
11735.536,117.3549999999999892
11738.282,117.3820000000000045
11740.496,117.403999999999996
11740.583,117.4050000000000007
11741.583,117.4149999999999913
11741.832,117.4180000000000057
11744.482,117.443999999999988
11745.925,117.4590000000000026
11746.586,117.4650000000000028
11751.724,117.5169999999999955
11752.38,117.5229999999999957
11754.607,117.5459999999999918
11763.17,117.631
11766.865,117.6680000000000057
11768.486,117.6839999999999972
11769.037,117.6899999999999975
11774.634,117.7459999999999805
11783.746,117.8369999999999887
11791.481,117.9139999999999867
11800.331,118.0029999999999855
11804.895,118.0480000000000013
11813.868,118.1380000000000047
11815.402,118.153999999999996
11818.724,118.1869999999999828
11820.72,118.2069999999999931
11827.849,118.2779999999999907
11832.179,118.3209999999999976
11836.448,118.3640000000000038
11841.73,118.4170000000000012
11844.747,118.4470000000000023
11848.241,118.4819999999999987
11848.945,118.4890000000000038
11856.76,118.5669999999999782
11860.978,118.60899999999998
11868.488,118.6839999999999972
11872.371,118.7229999999999843
11881.643,118.816000000000002
11883.247,118.8319999999999931
11883.537,118.834999999999979
11887.039,118.8700000000000041
11895.996,118.9590000000000026
11896.952,118.9689999999999935
11900.878,119.0079999999999808
11909.589,119.0949999999999985
11918.373,119.1829999999999922
11925.049,119.25
11931.957,119.318999999999988
11933.884,119.3379999999999932
11943.757,119.4369999999999828
11952.938,119.528999999999996
11960.531,119.6049999999999892
11966.328,119.662999999999982
11969.973,119.6989999999999833
11974.532,119.7450000000000041
11979.543,119.7949999999999868
11985.967,119.85899999999998
11989.731,119.8969999999999907
11992.271,119.9219999999999966
11995.92,119.9590000000000026
12001.431,120.0139999999999812
12004.04,120.0399999999999913
12005.359,120.052999999999997
12010.319,120.1029999999999797
12012.324,120.12299999999999
12019.141,120.191000000000002
12024.282,120.2419999999999897
12027.055,120.2699999999999813
12028.03,120.2800000000000007
12033.274,120.3319999999999931
12041.793,120.4170000000000012
12042.967,120.4290000000000015
12046.922,120.4689999999999935
12048.52,120.4849999999999847
12050.851,120.5079999999999808
12051.319,120.5130000000000047
12057.173,120.5709999999999976
12066.88,120.6680000000000057
12074.348,120.7429999999999945
12074.387,120.7429999999999945
12080.477,120.8040000000000015
12082.263,120.8220000000000023
12088.053,120.879999999999995
12094.182,120.941000000000002
12095.883,120.9579999999999981
12096.697,120.9659999999999792
12103.561,121.0349999999999962
12112.38,121.12299999999999
12122.148,121.2210000000000032
12129.344,121.2930000000000057
12135.43,121.3539999999999845
12145.094,121.4499999999999882
12148.378,121.4830000000000036
12153.454,121.5339999999999913
12161.481,121.6140000000000038
12164.485,121.644000000000005
12172.849,121.7279999999999797
12178.344,121.7829999999999865
12182.497,121.8239999999999833
12191.805,121.9180000000000057
12195.961,121.9590000000000026
12201.169,122.0109999999999952
12210.535,122.1049999999999892
12213.207,122.1320000000000045
12220.429,122.2039999999999788
12229.203,122.2920000000000012
12229.532,122.2949999999999868
12233.251,122.3319999999999931
12237.51,122.375
12237.524,122.375
12238.463,122.3839999999999857
12240.94,122.4089999999999913
12250.725,122.5070000000000045
12253.907,122.5389999999999867
12259.659,122.5960000000000032
12268.247,122.6819999999999875
12274.684,122.7459999999999805
12279.269,122.7920000000000012
12282.914,122.8289999999999788
12287.36,122.87299999999999
12294.037,122.9399999999999975
12297.398,122.9729999999999843
12303.116,123.0310000000000055
12311.923,123.1189999999999992
12319.67,123.1959999999999976
12329.12,123.2909999999999965
12338.121,123.381
12348.04,123.4799999999999892
12352.083,123.5199999999999813
12355.85,123.5579999999999922
12364.803,123.6479999999999957
12374.464,123.7439999999999992
12375.115,123.7510000000000043
12383.034,123.8299999999999836
12389.889,123.8979999999999957
12396.646,123.9659999999999792
12398.957,123.9890000000000038
12401.406,124.0139999999999812
12406.795,124.0669999999999782
12408.96,124.0889999999999985
12416.69,124.1659999999999965
12418.35,124.1829999999999922
12425.816,124.2579999999999808
12435.044,124.3499999999999937
12442.258,124.4219999999999966
12445.199,124.4509999999999927
12450.028,124.5
12454.559,124.5449999999999868
12456.499,124.5639999999999922
12461.439,124.6140000000000038
12463.495,124.6339999999999857
12471.277,124.7119999999999887
12476.632,124.7659999999999903
12485.074,124.8499999999999937
12489.452,124.894000000000005
12490.843,124.9079999999999865
12500.593,125.004999999999995
12504.862,125.0480000000000013
12507.87,125.0780000000000025
12516.299,125.1620000000000055
12517.089,125.1699999999999868
12525.269,125.2519999999999806
12532.538,125.3249999999999882
12533.562,125.334999999999979
12543.316,125.4329999999999922
12544.88,125.4479999999999786
12552.701,125.5269999999999863
12555.743,125.5569999999999875
12558.213,125.5819999999999931
12558.967,125.5889999999999985
12559.333,125.5929999999999888
12563.58,125.6349999999999903
12567.649,125.6759999999999872
12568.725,125.6869999999999828
12577.503,125.7750000000000052
12583.185,125.8309999999999883
12587.505,125.875
12589.971,125.8990000000000005
12592.812,125.927999999999997
12598.776,125.9869999999999942
12608.129,126.0809999999999883
12609.304,126.0929999999999888
12617.027,126.1699999999999868
12626.786,126.2669999999999955
12632.896,126.3280000000000025
12642.222,126.4219999999999966
12642.249,126.4219999999999966
12646.167,126.4609999999999837
12655.482,126.5540000000000015
12657.904,126.5789999999999788
12664.642,126.6459999999999862
12667.146,126.6709999999999918
12669.391,126.6929999999999831
12674.225,126.7419999999999897
12674.473,126.7439999999999992
12674.873,126.74799999999999
12674.948,126.7489999999999947
12681.345,126.8129999999999878
12690.619,126.9060000000000055
12694.702,126.9470000000000023
12701.634,127.0159999999999903
12705.408,127.0540000000000015
12712.459,127.1239999999999947
12720.553,127.2049999999999836
12726.514,127.264999999999986
12733.604,127.3359999999999837
12738.976,127.3889999999999812
12748.519,127.4849999999999847
12753.075,127.5300000000000007
12756.594,127.5649999999999975
12762.596,127.625
12771.571,127.7150000000000028
12778.112,127.7810000000000055
12785.812,127.8580000000000036
12789.542,127.8949999999999813
12793.116,127.9309999999999828
12799.798,127.9969999999999852
12806.015,128.0600000000000018
12810.584,128.1049999999999608
12813.47,128.1339999999999572
12814.321,128.1429999999999718
12823.065,128.2299999999999608
12825.397,128.2529999999999855
12826.521,128.264999999999986
12827.335,128.2729999999999673
12829.459,128.2939999999999823
12832.679,128.3259999999999645
12834.509,128.34499999999997
12840.622,128.4060000000000055
12844.652,128.4459999999999691
12848.328,128.4830000000000036
12855.78,128.556999999999959
12863.042,128.629999999999995
12868.311,128.6829999999999922
12875.092,128.75
12879.969,128.7989999999999778
12881.416,128.8139999999999641
12881.421,128.8139999999999641
12883.101,128.83099999999996
12887.355,128.87299999999999
12887.999,128.8789999999999618
12888.635,128.8859999999999667
12891.278,128.9119999999999775
12893.361,128.9329999999999922
12896.845,128.9679999999999603
12906.169,129.0609999999999782
12907.051,129.0699999999999926
12909.205,129.091999999999984
12915.227,129.1519999999999863
12923.81,129.237999999999999
12930.954,129.3089999999999687
12938.983,129.3890000000000095
12940.555,129.4049999999999723
12942.146,129.4209999999999918
12945.567,129.4549999999999836
12951.624,129.5159999999999621
12958.896,129.587999999999965
12960.053,129.5999999999999653
12966.686,129.6659999999999965
12973.965,129.7389999999999755
12982.51,129.8249999999999882
12988.885,129.8879999999999765
12994.431,129.9439999999999595
13002.55,130.024999999999977
13002.808,130.0279999999999626
13007.602,130.0759999999999645
13008.175,130.08099999999996
13017.324,130.1730000000000013
13018.125,130.1809999999999828
13018.618,130.1859999999999782
13023.789,130.236999999999966
13026.718,130.2669999999999955
13034.269,130.341999999999984
13041.42,130.4139999999999867
13041.743,130.4169999999999727
13045.924,130.4590000000000026
13050.491,130.5039999999999618
13052.221,130.5219999999999907
13060.469,130.6039999999999845
13061.541,130.6150000000000087
13068.227,130.681999999999959
13076.4,130.7640000000000095
13081.859,130.8179999999999831
13086.59,130.8650000000000087
13092.478,130.9239999999999778
13101.301,131.0129999999999765
13110.266,131.101999999999975
13117.599,131.175000000000011
13123.35,131.2330000000000036
13127.447,131.2740000000000005
13131.665,131.3159999999999736
13135.4,131.3539999999999845
13142.43,131.4239999999999778
13147.586,131.4749999999999653
13151.158,131.5109999999999667
13160.049,131.5999999999999653
13169.778,131.6970000000000023
13177.151,131.7709999999999578
13185.874,131.8580000000000036
13185.926,131.85899999999998
13187.493,131.8739999999999663
13194.435,131.9439999999999595
13201.276,132.012
13210.471,132.1039999999999845
13210.812,132.1080000000000036
13217.917,132.1789999999999732
13226.769,132.2669999999999955
13228.539,132.2849999999999676
13236.988,132.3689999999999708
13241.823,132.4180000000000057
13246.924,132.4689999999999935
13248.327,132.4830000000000036
13249.604,132.4959999999999805
13253.194,132.5310000000000055
13259.409,132.5939999999999935
13268.78,132.6870000000000113
13271.173,132.7110000000000125
13280.406,132.8039999999999732
13286.715,132.8669999999999613
13289.543,132.8949999999999813
13296.48,132.9639999999999985
13299.876,132.99799999999999
13300.939,133.0089999999999572
13306.941,133.0689999999999595
13311.71,133.1169999999999613
13321.342,133.212999999999965
13327.198,133.2709999999999578
13328.676,133.286000000000001
13331.212,133.3120000000000113
13333.781,133.3369999999999887
13335.791,133.3569999999999706
13344.527,133.4449999999999926
13350.906,133.5089999999999572
13355.825,133.5579999999999922
13363.432,133.6339999999999572
13372.422,133.7239999999999891
13376.013,133.7599999999999903
13377.868,133.7779999999999626
13384.957,133.8489999999999891
13390.284,133.9019999999999863
13396.158,133.9610000000000125
13399.421,133.9939999999999708
13407.517,134.0749999999999882
13410.682,134.1059999999999941
13412.723,134.127000000000009
13417.192,134.1709999999999918
13425.156,134.250999999999976
13429.487,134.2939999999999823
13432.151,134.3209999999999688
13435.724,134.3569999999999706
13438.707,134.387
13447.857,134.478000000000008
13457.639,134.5759999999999645
13464.956,134.6490000000000005
13465.416,134.653999999999996
13472.691,134.7259999999999985
13474.589,134.7450000000000041
13477.488,134.7740000000000005
13482.697,134.8259999999999645
13488.474,134.8839999999999572
13492.234,134.9219999999999681
13500.026,135
13502.447,135.0240000000000005
13510.403,135.1039999999999845
13517.249,135.1719999999999681
13520.694,135.20599999999996
13527.386,135.2729999999999673
13535.095,135.3499999999999653
13544.732,135.4470000000000021
13552.091,135.5199999999999813
13560.877,135.6080000000000036
13562.292,135.6220000000000137
13572.266,135.7219999999999795
13580.925,135.8089999999999685
13584.554,135.84499999999997
13588.967,135.8890000000000095
13589.419,135.894000000000005
13594.283,135.942000000000007
13597.536,135.9749999999999653
13602.02,136.0199999999999813
13606.989,136.0689999999999595
13612.667,136.125999999999976
13614.389,136.1429999999999718
13620.601,136.20599999999996
13621.452,136.2139999999999981
13626.434,136.2640000000000095
13630.961,136.3089999999999685
13639.629,136.3959999999999578
13648.956,136.4889999999999755
13655.233,136.5519999999999636
13662.865,136.6279999999999855
13666.879,136.6680000000000057
13669.994,136.6990000000000118
